School Year,County,Grade,Vaccine Series,Number of Schools,Total Enrollment Count,Total Vaccinated Count,Percentage Vaccinated,Religious- Flu Only Exemption Count,Religious Exemption Count,Percentage Religious Exemption,Medical Exemption Count,Percentage Medical Exemption,Percentage Compliant,Percentage Non-Compliant
2023-2024,Fairfield,Pre-K,Flu,73,3930,3569,90.8,,,,37,0.9,91.8,8.2
2023-2024,Fairfield,K,Polio,190,10869,10616,97.7,,19,0.2,64,0.6,98.4,1.6
2023-2024,Fairfield,K,DTaP,190,10869,10595,97.5,,19,0.2,64,0.6,98.2,1.8
2023-2024,Fairfield,K,MMR,190,10869,10590,97.4,,19,0.2,64,0.6,98.2,1.8
2023-2024,Fairfield,K,HepB,190,10869,10666,98.1,,19,0.2,64,0.6,98.9,1.1
2023-2024,Fairfield,K,Varicella,190,10869,10551,97.1,,19,0.2,64,0.6,97.8,2.2
2023-2024,Fairfield,K,HepA,190,10869,10586,97.4,,19,0.2,64,0.6,98.2,1.8
2023-2024,Fairfield,K,All,190,10869,10358,95.3,,19,0.2,64,0.6,96.1,3.9
2023-2024,Fairfield,7th,Polio,122,11722,11329,96.6,,242,2.1,25,0.2,98.9,1.1
2023-2024,Fairfield,7th,DTaP,122,11722,11317,96.5,,242,2.1,25,0.2,98.8,1.2
2023-2024,Fairfield,7th,MMR,122,11722,11334,96.7,,242,2.1,25,0.2,99.0,1.0
2023-2024,Fairfield,7th,HepB,122,11722,11327,96.6,,242,2.1,25,0.2,98.9,1.1
2023-2024,Fairfield,7th,Varicella,122,11722,11301,96.4,,242,2.1,25,0.2,98.7,1.3
2023-2024,Fairfield,7th,HepA,122,11722,11265,96.1,,242,2.1,25,0.2,98.4,1.6
2023-2024,Fairfield,7th,MCV,122,11722,11000,93.8,,242,2.1,25,0.2,96.1,3.9
2023-2024,Fairfield,7th,Tdap,122,11722,11051,94.3,,242,2.1,25,0.2,96.6,3.4
2023-2024,Fairfield,7th,All,122,11722,10798,92.1,,242,2.1,25,0.2,94.4,5.6
2023-2024,Hartford,Pre-K,Flu,80,5744,5271,91.8,,,,24,0.4,92.2,7.8
2023-2024,Hartford,K,Polio,166,9300,9121,98.1,,8,0.1,26,0.3,98.4,1.6
2023-2024,Hartford,K,DTaP,166,9300,9121,98.1,,8,0.1,26,0.3,98.4,1.6
2023-2024,Hartford,K,MMR,166,9300,9149,98.4,,8,0.1,26,0.3,98.7,1.3
2023-2024,Hartford,K,HepB,166,9300,9174,98.6,,8,0.1,26,0.3,99.0,1.0
2023-2024,Hartford,K,Varicella,166,9300,9120,98.1,,8,0.1,26,0.3,98.4,1.6
2023-2024,Hartford,K,HepA,166,9300,9115,98.0,,8,0.1,26,0.3,98.4,1.6
2023-2024,Hartford,K,All,166,9300,8973,96.5,,8,0.1,26,0.3,96.8,3.2
2023-2024,Hartford,7th,Polio,113,10072,9840,97.7,,152,1.5,12,0.1,99.3,0.7
2023-2024,Hartford,7th,DTaP,113,10072,9862,97.9,,152,1.5,12,0.1,99.5,0.5
2023-2024,Hartford,7th,MMR,113,10072,9870,98.0,,152,1.5,12,0.1,99.6,0.4
2023-2024,Hartford,7th,HepB,113,10072,9859,97.9,,152,1.5,12,0.1,99.5,0.5
2023-2024,Hartford,7th,Varicella,113,10072,9847,97.8,,152,1.5,12,0.1,99.4,0.6
2023-2024,Hartford,7th,HepA,113,10072,9802,97.3,,152,1.5,12,0.1,98.9,1.1
2023-2024,Hartford,7th,MCV,113,10072,9645,95.8,,152,1.5,12,0.1,97.4,2.6
2023-2024,Hartford,7th,Tdap,113,10072,9649,95.8,,152,1.5,12,0.1,97.4,2.6
2023-2024,Hartford,7th,All,113,10072,9527,94.6,,152,1.5,12,0.1,96.2,3.8
2023-2024,Litchfield,Pre-K,Flu,15,580,525,90.5,,,,18,3.1,93.6,6.4
2023-2024,Litchfield,K,Polio,32,1341,1315,98.1,,0,0.0,4,0.3,98.4,1.6
2023-2024,Litchfield,K,DTaP,32,1341,1316,98.1,,0,0.0,4,0.3,98.4,1.6
2023-2024,Litchfield,K,MMR,32,1341,1315,98.1,,0,0.0,4,0.3,98.4,1.6
2023-2024,Litchfield,K,HepB,32,1341,1320,98.4,,0,0.0,4,0.3,98.7,1.3
2023-2024,Litchfield,K,Varicella,32,1341,1308,97.5,,0,0.0,4,0.3,97.8,2.2
2023-2024,Litchfield,K,HepA,32,1341,1315,98.1,,0,0.0,4,0.3,98.4,1.6
2023-2024,Litchfield,K,All,32,1341,1284,95.7,,0,0.0,4,0.3,96.0,4.0
2023-2024,Litchfield,7th,Polio,22,1652,1620,98.1,,25,1.5,0,0.0,99.6,0.4
2023-2024,Litchfield,7th,DTaP,22,1652,1623,98.2,,25,1.5,0,0.0,99.8,0.2
2023-2024,Litchfield,7th,MMR,22,1652,1620,98.1,,25,1.5,0,0.0,99.6,0.4
2023-2024,Litchfield,7th,HepB,22,1652,1619,98.0,,25,1.5,0,0.0,99.5,0.5
2023-2024,Litchfield,7th,Varicella,22,1652,1616,97.8,,25,1.5,0,0.0,99.3,0.7
2023-2024,Litchfield,7th,HepA,22,1652,1617,97.9,,25,1.5,0,0.0,99.4,0.6
2023-2024,Litchfield,7th,MCV,22,1652,1589,96.2,,25,1.5,0,0.0,97.7,2.3
2023-2024,Litchfield,7th,Tdap,22,1652,1597,96.7,,25,1.5,0,0.0,98.2,1.8
2023-2024,Litchfield,7th,All,22,1652,1570,95.0,,25,1.5,0,0.0,96.5,3.5
2023-2024,Middlesex,Pre-K,Flu,13,442,404,91.4,,,,2,0.5,91.9,8.1
2023-2024,Middlesex,K,Polio,25,1219,1176,96.5,,5,0.4,2,0.2,97.0,3.0
2023-2024,Middlesex,K,DTaP,25,1219,1202,98.6,,5,0.4,2,0.2,99.2,0.8
2023-2024,Middlesex,K,MMR,25,1219,1195,98.0,,5,0.4,2,0.2,98.6,1.4
2023-2024,Middlesex,K,HepB,25,1219,1195,98.0,,5,0.4,2,0.2,98.6,1.4
2023-2024,Middlesex,K,Varicella,25,1219,1198,98.3,,5,0.4,2,0.2,98.9,1.1
2023-2024,Middlesex,K,HepA,25,1219,1200,98.4,,5,0.4,2,0.2,99.0,1.0
2023-2024,Middlesex,K,All,25,1219,1176,96.5,,5,0.4,2,0.2,97.0,3.0
2023-2024,Middlesex,7th,Polio,16,1477,1428,96.7,,36,2.4,5,0.3,99.5,0.5
2023-2024,Middlesex,7th,DTaP,16,1477,1431,96.9,,36,2.4,5,0.3,99.7,0.3
2023-2024,Middlesex,7th,MMR,16,1477,1417,95.9,,36,2.4,5,0.3,98.7,1.3
2023-2024,Middlesex,7th,HepB,16,1477,1421,96.2,,36,2.4,5,0.3,99.0,1.0
2023-2024,Middlesex,7th,Varicella,16,1477,1420,96.1,,36,2.4,5,0.3,98.9,1.1
2023-2024,Middlesex,7th,HepA,16,1477,1419,96.1,,36,2.4,5,0.3,98.8,1.2
2023-2024,Middlesex,7th,MCV,16,1477,1409,95.4,,36,2.4,5,0.3,98.2,1.8
2023-2024,Middlesex,7th,Tdap,16,1477,1410,95.5,,36,2.4,5,0.3,98.2,1.8
2023-2024,Middlesex,7th,All,16,1477,1364,92.3,,36,2.4,5,0.3,95.1,4.9
2023-2024,New Haven,Pre-K,Flu,66,3434,3209,93.4,,,,14,0.4,93.9,6.1
2023-2024,New Haven,K,Polio,156,8606,8407,97.7,,12,0.1,21,0.2,98.1,1.9
2023-2024,New Haven,K,DTaP,156,8606,8386,97.4,,12,0.1,21,0.2,97.8,2.2
2023-2024,New Haven,K,MMR,156,8606,8390,97.5,,12,0.1,21,0.2,97.9,2.1
2023-2024,New Haven,K,HepB,156,8606,8482,98.6,,12,0.1,21,0.2,98.9,1.1
2023-2024,New Haven,K,Varicella,156,8606,8379,97.4,,12,0.1,21,0.2,97.7,2.3
2023-2024,New Haven,K,HepA,156,8606,8391,97.5,,12,0.1,21,0.2,97.9,2.1
2023-2024,New Haven,K,All,156,8606,8159,94.8,,12,0.1,21,0.2,95.2,4.8
2023-2024,New Haven,7th,Polio,107,9229,9058,98.1,,120,1.3,13,0.1,99.6,0.4
2023-2024,New Haven,7th,DTaP,107,9229,9075,98.3,,120,1.3,13,0.1,99.8,0.2
2023-2024,New Haven,7th,MMR,107,9229,9074,98.3,,120,1.3,13,0.1,99.8,0.2
2023-2024,New Haven,7th,HepB,107,9229,9061,98.2,,120,1.3,13,0.1,99.6,0.4
2023-2024,New Haven,7th,Varicella,107,9229,9051,98.1,,120,1.3,13,0.1,99.5,0.5
2023-2024,New Haven,7th,HepA,107,9229,9011,97.6,,120,1.3,13,0.1,99.1,0.9
2023-2024,New Haven,7th,MCV,107,9229,8757,94.9,,120,1.3,13,0.1,96.3,3.7
2023-2024,New Haven,7th,Tdap,107,9229,8755,94.9,,120,1.3,13,0.1,96.3,3.7
2023-2024,New Haven,7th,All,107,9229,8657,93.8,,120,1.3,13,0.1,95.2,4.8
2023-2024,New London,Pre-K,Flu,29,1686,1629,96.6,,,,4,0.2,96.9,3.1
2023-2024,New London,K,Polio,55,2566,2506,97.7,,2,0.1,9,0.4,98.1,1.9
2023-2024,New London,K,DTaP,55,2566,2503,97.5,,2,0.1,9,0.4,98.0,2.0
2023-2024,New London,K,MMR,55,2566,2493,97.2,,2,0.1,9,0.4,97.6,2.4
2023-2024,New London,K,HepB,55,2566,2517,98.1,,2,0.1,9,0.4,98.5,1.5
2023-2024,New London,K,Varicella,55,2566,2499,97.4,,2,0.1,9,0.4,97.8,2.2
2023-2024,New London,K,HepA,55,2566,2515,98.0,,2,0.1,9,0.4,98.4,1.6
2023-2024,New London,K,All,55,2566,2458,95.8,,2,0.1,9,0.4,96.2,3.8
2023-2024,New London,7th,Polio,123,2710,2639,97.4,,52,1.9,9,0.3,99.6,0.4
2023-2024,New London,7th,DTaP,123,2710,2614,96.5,,52,1.9,9,0.3,98.7,1.3
2023-2024,New London,7th,MMR,123,2710,2638,97.3,,52,1.9,9,0.3,99.6,0.4
2023-2024,New London,7th,HepB,123,2710,2642,97.5,,52,1.9,9,0.3,99.7,0.3
2023-2024,New London,7th,Varicella,123,2710,2637,97.3,,52,1.9,9,0.3,99.6,0.4
2023-2024,New London,7th,HepA,123,2710,2629,97.0,,52,1.9,9,0.3,99.3,0.7
2023-2024,New London,7th,MCV,123,2710,2555,94.3,,52,1.9,9,0.3,96.5,3.5
2023-2024,New London,7th,Tdap,123,2710,2558,94.4,,52,1.9,9,0.3,96.6,3.4
2023-2024,New London,7th,All,123,2710,2521,93.0,,52,1.9,9,0.3,95.3,4.7
2023-2024,State,Pre-K,Flu,300,17065,15791,92.5,,,,108,0.6,93.2,6.8
2023-2024,State,K,Polio,669,36184,35361,97.7,,51,0.1,128,0.4,98.2,1.8
2023-2024,State,K,DTaP,669,36184,35335,97.7,,51,0.1,128,0.4,98.1,1.9
2023-2024,State,K,MMR,669,36184,35352,97.7,,51,0.1,128,0.4,98.2,1.8
2023-2024,State,K,HepB,669,36184,35598,98.4,,51,0.1,128,0.4,98.9,1.1
2023-2024,State,K,Varicella,669,36184,35276,97.5,,51,0.1,128,0.4,98.0,2.0
2023-2024,State,K,HepA,669,36184,35360,97.7,,51,0.1,128,0.4,98.2,1.8
2023-2024,State,K,All,669,36184,34593,95.6,,51,0.1,128,0.4,96.1,3.9
2023-2024,State,7th,Polio,540,39395,38359,97.4,,707,1.8,67,0.2,99.3,0.7
2023-2024,State,7th,DTaP,540,39395,38366,97.4,,707,1.8,67,0.2,99.4,0.6
2023-2024,State,7th,MMR,540,39395,38394,97.5,,707,1.8,67,0.2,99.4,0.6
2023-2024,State,7th,HepB,540,39395,38367,97.4,,707,1.8,67,0.2,99.4,0.6
2023-2024,State,7th,Varicella,540,39395,38308,97.2,,707,1.8,67,0.2,99.2,0.8
2023-2024,State,7th,HepA,540,39395,38181,96.9,,707,1.8,67,0.2,98.9,1.1
2023-2024,State,7th,MCV,540,39395,37347,94.8,,707,1.8,67,0.2,96.8,3.2
2023-2024,State,7th,Tdap,540,39395,37411,95.0,,707,1.8,67,0.2,96.9,3.1
2023-2024,State,7th,All,540,39395,36800,93.4,,707,1.8,67,0.2,95.4,4.6
2023-2024,Tolland,Pre-K,Flu,11,519,483,93.1,,,,3,0.6,93.6,6.4
2023-2024,Tolland,K,Polio,22,1218,1187,97.5,,2,0.2,2,0.2,97.8,2.2
2023-2024,Tolland,K,DTaP,22,1218,1187,97.5,,2,0.2,2,0.2,97.8,2.2
2023-2024,Tolland,K,MMR,22,1218,1191,97.8,,2,0.2,2,0.2,98.1,1.9
2023-2024,Tolland,K,HepB,22,1218,1199,98.4,,2,0.2,2,0.2,98.8,1.2
2023-2024,Tolland,K,Varicella,22,1218,1190,97.7,,2,0.2,2,0.2,98.0,2.0
2023-2024,Tolland,K,HepA,22,1218,1198,98.4,,2,0.2,2,0.2,98.7,1.3
2023-2024,Tolland,K,All,22,1218,1173,96.3,,2,0.2,2,0.2,96.6,3.4
2023-2024,Tolland,7th,Polio,14,1369,1319,96.3,,48,3.5,0,0.0,99.9,0.1
2023-2024,Tolland,7th,DTaP,14,1369,1319,96.3,,48,3.5,0,0.0,99.9,0.1
2023-2024,Tolland,7th,MMR,14,1369,1319,96.3,,48,3.5,0,0.0,99.9,0.1
2023-2024,Tolland,7th,HepB,14,1369,1318,96.3,,48,3.5,0,0.0,99.8,0.2
2023-2024,Tolland,7th,Varicella,14,1369,1316,96.1,,48,3.5,0,0.0,99.6,0.4
2023-2024,Tolland,7th,HepA,14,1369,1316,96.1,,48,3.5,0,0.0,99.6,0.4
2023-2024,Tolland,7th,MCV,14,1369,1283,93.7,,48,3.5,0,0.0,97.2,2.8
2023-2024,Tolland,7th,Tdap,14,1369,1282,93.6,,48,3.5,0,0.0,97.2,2.8
2023-2024,Tolland,7th,All,14,1369,1276,93.2,,48,3.5,0,0.0,96.7,3.3
2023-2024,Windham,Pre-K,Flu,13,730,701,96.0,,,,6,0.8,96.8,3.2
2023-2024,Windham,K,Polio,23,1065,1033,97.0,,3,0.3,0,0.0,97.3,2.7
2023-2024,Windham,K,DTaP,23,1065,1025,96.2,,3,0.3,0,0.0,96.5,3.5
2023-2024,Windham,K,MMR,23,1065,1029,96.6,,3,0.3,0,0.0,96.9,3.1
2023-2024,Windham,K,HepB,23,1065,1045,98.1,,3,0.3,0,0.0,98.4,1.6
2023-2024,Windham,K,Varicella,23,1065,1031,96.8,,3,0.3,0,0.0,97.1,2.9
2023-2024,Windham,K,HepA,23,1065,1040,97.7,,3,0.3,0,0.0,97.9,2.1
2023-2024,Windham,K,All,23,1065,1012,95.0,,3,0.3,0,0.0,95.3,4.7
2023-2024,Windham,7th,Polio,23,1164,1126,96.7,,32,2.7,3,0.3,99.7,0.3
2023-2024,Windham,7th,DTaP,23,1164,1125,96.6,,32,2.7,3,0.3,99.7,0.3
2023-2024,Windham,7th,MMR,23,1164,1122,96.4,,32,2.7,3,0.3,99.4,0.6
2023-2024,Windham,7th,HepB,23,1164,1120,96.2,,32,2.7,3,0.3,99.2,0.8
2023-2024,Windham,7th,Varicella,23,1164,1120,96.2,,32,2.7,3,0.3,99.2,0.8
2023-2024,Windham,7th,HepA,23,1164,1122,96.4,,32,2.7,3,0.3,99.4,0.6
2023-2024,Windham,7th,MCV,23,1164,1109,95.3,,32,2.7,3,0.3,98.3,1.7
2023-2024,Windham,7th,Tdap,23,1164,1109,95.3,,32,2.7,3,0.3,98.3,1.7
2023-2024,Windham,7th,All,23,1164,1087,93.4,,32,2.7,3,0.3,96.4,3.6
2022-2023,Fairfield,Pre-K,Flu,82,4599,4159,90.4,,,,40,0.9,91.3,8.7
2022-2023,Fairfield,K,Polio,190,10832,10520,97.1,,40,0.4,48,0.4,97.9,2.1
2022-2023,Fairfield,K,DTaP,190,10832,10511,97.0,,40,0.4,48,0.4,97.8,2.2
2022-2023,Fairfield,K,MMR,190,10832,10490,96.8,,40,0.4,48,0.4,97.7,2.3
2022-2023,Fairfield,K,HepB,190,10832,10549,97.4,,40,0.4,48,0.4,98.2,1.8
2022-2023,Fairfield,K,Varicella,190,10832,10448,96.5,,40,0.4,48,0.4,97.3,2.7
2022-2023,Fairfield,K,HepA,190,10832,10448,96.5,,40,0.4,48,0.4,97.3,2.7
2022-2023,Fairfield,K,All,190,10832,10219,94.3,,40,0.4,48,0.4,95.2,4.8
2022-2023,Fairfield,7th,Polio,120,11786,11400,96.7,,262,2.2,38,0.3,99.3,0.7
2022-2023,Fairfield,7th,DTaP,120,11786,11326,96.1,,262,2.2,38,0.3,98.6,1.4
2022-2023,Fairfield,7th,MMR,120,11786,11407,96.8,,262,2.2,38,0.3,99.3,0.7
2022-2023,Fairfield,7th,HepB,120,11786,11390,96.6,,262,2.2,38,0.3,99.2,0.8
2022-2023,Fairfield,7th,Varicella,120,11786,11352,96.3,,262,2.2,38,0.3,98.9,1.1
2022-2023,Fairfield,7th,HepA,120,11786,11345,96.3,,262,2.2,38,0.3,98.8,1.2
2022-2023,Fairfield,7th,MCV,120,11786,10909,92.6,,262,2.2,38,0.3,95.1,4.9
2022-2023,Fairfield,7th,Tdap,120,11786,10948,92.9,,262,2.2,38,0.3,95.4,4.6
2022-2023,Fairfield,7th,All,120,11786,10645,90.3,,262,2.2,38,0.3,92.9,7.1
2022-2023,Hartford,Pre-K,Flu,81,4809,4390,91.3,,,,14,0.3,91.6,8.4
2022-2023,Hartford,K,Polio,168,9430,9177,97.3,,55,0.6,26,0.3,98.2,1.8
2022-2023,Hartford,K,DTaP,168,9430,9179,97.3,,55,0.6,26,0.3,98.2,1.8
2022-2023,Hartford,K,MMR,168,9430,9193,97.5,,55,0.6,26,0.3,98.3,1.7
2022-2023,Hartford,K,HepB,168,9430,9238,98.0,,55,0.6,26,0.3,98.8,1.2
2022-2023,Hartford,K,Varicella,168,9430,9173,97.3,,55,0.6,26,0.3,98.1,1.9
2022-2023,Hartford,K,HepA,168,9430,9173,97.3,,55,0.6,26,0.3,98.1,1.9
2022-2023,Hartford,K,All,168,9430,9004,95.5,,55,0.6,26,0.3,96.3,3.7
2022-2023,Hartford,7th,Polio,118,10192,9967,97.8,,149,1.5,18,0.2,99.4,0.6
2022-2023,Hartford,7th,DTaP,118,10192,9968,97.8,,149,1.5,18,0.2,99.4,0.6
2022-2023,Hartford,7th,MMR,118,10192,9968,97.8,,149,1.5,18,0.2,99.4,0.6
2022-2023,Hartford,7th,HepB,118,10192,9972,97.8,,149,1.5,18,0.2,99.5,0.5
2022-2023,Hartford,7th,Varicella,118,10192,9921,97.3,,149,1.5,18,0.2,99.0,1.0
2022-2023,Hartford,7th,HepA,118,10192,9900,97.1,,149,1.5,18,0.2,98.8,1.2
2022-2023,Hartford,7th,MCV,118,10192,9578,94.0,,149,1.5,18,0.2,95.6,4.4
2022-2023,Hartford,7th,Tdap,118,10192,9619,94.4,,149,1.5,18,0.2,96.0,4.0
2022-2023,Hartford,7th,All,118,10192,9433,92.6,,149,1.5,18,0.2,94.2,5.8
2022-2023,Litchfield,Pre-K,Flu,24,894,833,93.2,,,,3,0.3,93.5,6.5
2022-2023,Litchfield,K,Polio,32,1455,1424,97.9,,9,0.6,3,0.2,98.7,1.3
2022-2023,Litchfield,K,DTaP,32,1455,1428,98.1,,9,0.6,3,0.2,99.0,1.0
2022-2023,Litchfield,K,MMR,32,1455,1429,98.2,,9,0.6,3,0.2,99.0,1.0
2022-2023,Litchfield,K,HepB,32,1455,1422,97.7,,9,0.6,3,0.2,98.6,1.4
2022-2023,Litchfield,K,Varicella,32,1455,1424,97.9,,9,0.6,3,0.2,98.7,1.3
2022-2023,Litchfield,K,HepA,32,1455,1419,97.5,,9,0.6,3,0.2,98.4,1.6
2022-2023,Litchfield,K,All,32,1455,1385,95.2,,9,0.6,3,0.2,96.0,4.0
2022-2023,Litchfield,7th,Polio,21,1513,1473,97.4,,38,2.5,2,0.1,100.0,0.0
2022-2023,Litchfield,7th,DTaP,21,1513,1473,97.4,,38,2.5,2,0.1,100.0,0.0
2022-2023,Litchfield,7th,MMR,21,1513,1473,97.4,,38,2.5,2,0.1,100.0,0.0
2022-2023,Litchfield,7th,HepB,21,1513,1473,97.4,,38,2.5,2,0.1,100.0,0.0
2022-2023,Litchfield,7th,Varicella,21,1513,1472,97.3,,38,2.5,2,0.1,99.9,0.1
2022-2023,Litchfield,7th,HepA,21,1513,1471,97.2,,38,2.5,2,0.1,99.9,0.1
2022-2023,Litchfield,7th,MCV,21,1513,1447,95.6,,38,2.5,2,0.1,98.3,1.7
2022-2023,Litchfield,7th,Tdap,21,1513,1450,95.8,,38,2.5,2,0.1,98.5,1.5
2022-2023,Litchfield,7th,All,21,1513,1445,95.5,,38,2.5,2,0.1,98.1,1.9
2022-2023,Middlesex,Pre-K,Flu,12,589,562,95.4,,,,4,0.7,96.1,3.9
2022-2023,Middlesex,K,Polio,26,1371,1330,97.0,,14,1.0,1,0.1,98.1,1.9
2022-2023,Middlesex,K,DTaP,26,1371,1332,97.2,,14,1.0,1,0.1,98.2,1.8
2022-2023,Middlesex,K,MMR,26,1371,1332,97.2,,14,1.0,1,0.1,98.2,1.8
2022-2023,Middlesex,K,HepB,26,1371,1343,98.0,,14,1.0,1,0.1,99.1,0.9
2022-2023,Middlesex,K,Varicella,26,1371,1334,97.3,,14,1.0,1,0.1,98.4,1.6
2022-2023,Middlesex,K,HepA,26,1371,1333,97.2,,14,1.0,1,0.1,98.3,1.7
2022-2023,Middlesex,K,All,26,1371,1313,95.8,,14,1.0,1,0.1,96.9,3.1
2022-2023,Middlesex,7th,Polio,15,1401,1356,96.8,,26,1.9,5,0.4,99.0,1.0
2022-2023,Middlesex,7th,DTaP,15,1401,1358,96.9,,26,1.9,5,0.4,99.1,0.9
2022-2023,Middlesex,7th,MMR,15,1401,1353,96.6,,26,1.9,5,0.4,98.8,1.2
2022-2023,Middlesex,7th,HepB,15,1401,1360,97.1,,26,1.9,5,0.4,99.3,0.7
2022-2023,Middlesex,7th,Varicella,15,1401,1336,95.4,,26,1.9,5,0.4,97.6,2.4
2022-2023,Middlesex,7th,HepA,15,1401,1337,95.4,,26,1.9,5,0.4,97.6,2.4
2022-2023,Middlesex,7th,MCV,15,1401,1330,94.9,,26,1.9,5,0.4,97.1,2.9
2022-2023,Middlesex,7th,Tdap,15,1401,1335,95.3,,26,1.9,5,0.4,97.5,2.5
2022-2023,Middlesex,7th,All,15,1401,1287,91.9,,26,1.9,5,0.4,94.1,5.9
2022-2023,New Haven,Pre-K,Flu,57,2932,2695,91.9,,,,19,0.6,92.6,7.4
2022-2023,New Haven,K,Polio,143,7884,7699,97.7,,34,0.4,14,0.2,98.3,1.7
2022-2023,New Haven,K,DTaP,143,7884,7697,97.6,,34,0.4,14,0.2,98.2,1.8
2022-2023,New Haven,K,MMR,143,7884,7722,97.9,,34,0.4,14,0.2,98.6,1.4
2022-2023,New Haven,K,HepB,143,7884,7745,98.2,,34,0.4,14,0.2,98.8,1.2
2022-2023,New Haven,K,Varicella,143,7884,7697,97.6,,34,0.4,14,0.2,98.2,1.8
2022-2023,New Haven,K,HepA,143,7884,7703,97.7,,34,0.4,14,0.2,98.3,1.7
2022-2023,New Haven,K,All,143,7884,7584,96.2,,34,0.4,14,0.2,96.8,3.2
2022-2023,New Haven,7th,Polio,93,7866,7697,97.9,,101,1.3,32,0.4,99.5,0.5
2022-2023,New Haven,7th,DTaP,93,7866,7681,97.6,,101,1.3,32,0.4,99.3,0.7
2022-2023,New Haven,7th,MMR,93,7866,7695,97.8,,101,1.3,32,0.4,99.5,0.5
2022-2023,New Haven,7th,HepB,93,7866,7686,97.7,,101,1.3,32,0.4,99.4,0.6
2022-2023,New Haven,7th,Varicella,93,7866,7702,97.9,,101,1.3,32,0.4,99.6,0.4
2022-2023,New Haven,7th,HepA,93,7866,7692,97.8,,101,1.3,32,0.4,99.5,0.5
2022-2023,New Haven,7th,MCV,93,7866,7543,95.9,,101,1.3,32,0.4,97.6,2.4
2022-2023,New Haven,7th,Tdap,93,7866,7552,96.0,,101,1.3,32,0.4,97.7,2.3
2022-2023,New Haven,7th,All,93,7866,7487,95.2,,101,1.3,32,0.4,96.9,3.1
2022-2023,New London,Pre-K,Flu,30,1674,1633,97.6,,,,14,0.8,98.4,1.6
2022-2023,New London,K,Polio,54,2493,2424,97.2,,15,0.6,11,0.4,98.3,1.7
2022-2023,New London,K,DTaP,54,2493,2417,97.0,,15,0.6,11,0.4,98.0,2.0
2022-2023,New London,K,MMR,54,2493,2424,97.2,,15,0.6,11,0.4,98.3,1.7
2022-2023,New London,K,HepB,54,2493,2434,97.6,,15,0.6,11,0.4,98.7,1.3
2022-2023,New London,K,Varicella,54,2493,2416,96.9,,15,0.6,11,0.4,98.0,2.0
2022-2023,New London,K,HepA,54,2493,2424,97.2,,15,0.6,11,0.4,98.3,1.7
2022-2023,New London,K,All,54,2493,2374,95.2,,15,0.6,11,0.4,96.3,3.7
2022-2023,New London,7th,Polio,37,2452,2373,96.8,,56,2.3,7,0.3,99.3,0.7
2022-2023,New London,7th,DTaP,37,2452,2378,97.0,,56,2.3,7,0.3,99.6,0.4
2022-2023,New London,7th,MMR,37,2452,2378,97.0,,56,2.3,7,0.3,99.6,0.4
2022-2023,New London,7th,HepB,37,2452,2370,96.7,,56,2.3,7,0.3,99.2,0.8
2022-2023,New London,7th,Varicella,37,2452,2374,96.8,,56,2.3,7,0.3,99.4,0.6
2022-2023,New London,7th,HepA,37,2452,2366,96.5,,56,2.3,7,0.3,99.1,0.9
2022-2023,New London,7th,MCV,37,2452,2285,93.2,,56,2.3,7,0.3,95.8,4.2
2022-2023,New London,7th,Tdap,37,2452,2291,93.4,,56,2.3,7,0.3,96.0,4.0
2022-2023,New London,7th,All,37,2452,2241,91.4,,56,2.3,7,0.3,94.0,6.0
2022-2023,State,Pre-K,Flu,312,16980,15659,92.2,,,,97,0.6,92.8,7.2
2022-2023,State,K,Polio,650,35580,34625,97.3,,185,0.5,112,0.3,98.2,1.8
2022-2023,State,K,DTaP,650,35580,34611,97.3,,185,0.5,112,0.3,98.1,1.9
2022-2023,State,K,MMR,650,35580,34633,97.3,,185,0.5,112,0.3,98.2,1.8
2022-2023,State,K,HepB,650,35580,34792,97.8,,185,0.5,112,0.3,98.6,1.4
2022-2023,State,K,Varicella,650,35580,34528,97.0,,185,0.5,112,0.3,97.9,2.1
2022-2023,State,K,HepA,650,35580,34548,97.1,,185,0.5,112,0.3,97.9,2.1
2022-2023,State,K,All,650,35580,33873,95.2,,185,0.5,112,0.3,96.0,4.0
2022-2023,State,7th,Polio,435,37792,36764,97.3,,706,1.9,107,0.3,99.4,0.6
2022-2023,State,7th,DTaP,435,37792,36678,97.1,,706,1.9,107,0.3,99.2,0.8
2022-2023,State,7th,MMR,435,37792,36770,97.3,,706,1.9,107,0.3,99.4,0.6
2022-2023,State,7th,HepB,435,37792,36748,97.2,,706,1.9,107,0.3,99.4,0.6
2022-2023,State,7th,Varicella,435,37792,36653,97.0,,706,1.9,107,0.3,99.1,0.9
2022-2023,State,7th,HepA,435,37792,36605,96.9,,706,1.9,107,0.3,99.0,1.0
2022-2023,State,7th,MCV,435,37792,35516,94.0,,706,1.9,107,0.3,96.1,3.9
2022-2023,State,7th,Tdap,435,37792,35627,94.3,,706,1.9,107,0.3,96.4,3.6
2022-2023,State,7th,All,435,37792,34911,92.4,,706,1.9,107,0.3,94.5,5.5
2022-2023,Tolland,Pre-K,Flu,13,669,611,91.3,,,,2,0.3,91.6,8.4
2022-2023,Tolland,K,Polio,18,1151,1120,97.3,,7,0.6,3,0.3,98.2,1.8
2022-2023,Tolland,K,DTaP,18,1151,1117,97.0,,7,0.6,3,0.3,97.9,2.1
2022-2023,Tolland,K,MMR,18,1151,1113,96.7,,7,0.6,3,0.3,97.6,2.4
